"prioridad","score","empresa","segmento","subtipo_rubro","localidad","direccion_detectada","provincia","amba_confirmado","tamano_validado","contactos_en_base","con_email","con_telefono","tiene_decisor","cargos_conocidos","fuente_principal","estado_enriquecimiento","apollo_org_id","dominio","empleados","decisor_nombre","decisor_cargo","decisor_email","en_secuencia","notas"
"A2","4","Acce.video,control","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Gerente Ventas","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Accesorios Computacion","Industrial_Otros","COMPUTACION, ACCESORIOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Accesorios Via Sur","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Accital","Industrial_Otros","AUTOMOTORES, ACCESORIOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Aceco Argentina","Industrial_Otros","EQUIPAMIENTO PARA OFICINAS, SEGURIDAD INFORMATICA","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","4","4","0","NO","","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Acer Argentina","Industrial_Otros","COMPUTACION, COMPUTADORAS","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","6","4","3","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Acerar Aceros Argentinos","Industrial_Otros","CABLES DE ACERO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","ACERO INOXIDABLE REVESTEK SA","Industrial_Otros","SANITARIOS","","AV GRAL ENR MOCONI 523","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","Aceros Iguazu","Industrial_Otros","CARTELES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","ACERSA SAIC","Industrial_Otros","SANITARIOS","","AV PRESIDENTE M T DE ALVEAR 283 4536","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","Achaval & Achaval","Industrial_Otros","DECORACIONES","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Decorador","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Aclimatare","Industrial_Otros","","Prov Salta","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Dpto Administración","CONTACTO COMERCIAL.xlsx (2008)","PENDIENTE","","","","","","","NO",""
"A2","4","Acme Argentina","Industrial_Otros","GOMA, ARTICULOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Acmel Ware","Industrial_Otros","DISEÃ‘O Y CREATIVIDAD","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Asistente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Aconquija","Industrial_Otros","ESTACION DE SERVICIO YPF","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Gerente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Acre Gomas","Industrial_Otros","GOMA, ARTICULOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Acrometalica","Industrial_Otros","CAJONES METALICOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Action Line de Arg","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Sistemas","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Activa Mantenimiento","Industrial_Otros","LIMPIEZA DE OFICINAS E INDUSTRIAS, EMPRESAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Active Image","Industrial_Otros","DISEÃ‘O Y CREATIVIDAD","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Director","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Activos","Industrial_Otros","ESTACION DE SERVICIO ESSO","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Presidente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Acuagas","Industrial_Otros","CAÃƒOS","","AV DIRECTORIO 2929","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Acuario","Industrial_Otros","FOTOCROMOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Acuerdo Desa Organizacional SA","Industrial_Otros","","","AV CORDOBA 1352","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Acuride Int L","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Gerente Para Latinoamerica","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Adeilen","Industrial_Otros","CONFECCIONES PARA DAMAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Ade-mad Embalajes","Industrial_Otros","CAJONES INDUSTRIALES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Adikson S H","Industrial_Otros","RELOJES DE CONTROL","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","ADM. CAMPANA & DONALDSON","Industrial_Otros","Adm de Consorcios","Capital Federal","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","Admfernandezpais","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Administradora","hubspot-crm-exports-todos-los-contactos-2024-06-26.xls - Todos los contactos","PENDIENTE","","","","","","","NO",""
"A2","4","Administrac Abelenda M SRL","Industrial_Otros","","","Bat Chacabuco 77","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","ADMINISTRACIÃ“N GIANFRINI","Industrial_Otros","Adm de Consorcios","Capital Federal","","Ciudad Autónoma de Buenos Aires","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","ADMINISTRACIÃ“N PANTOLINI","Industrial_Otros","Adm de Consorcios","Capital Federal","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","ADMINISTRACIÃ“N SACK","Industrial_Otros","Adm de Consorcios","Capital Federal","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Belluschi SRL","Industrial_Otros","","","Gral Guemes 3756","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Cruz Sh","Industrial_Otros","","","Av Corrientes 1749 6 P Â´2","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Cygba SA","Industrial_Otros","","","Viamonte 845  11","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Galvisi SA","Industrial_Otros","","","Cdad De Parana 523","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","ADMINISTRACION MAXIMO DATES","Industrial_Otros","Adm de Consorcios","Capital Federal","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","ADMINISTRACION MAZZA VILLANUEVA","Industrial_Otros","Adm de Consorcios","Capital Federal","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Medrano","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Presidente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Oneto SRL","Industrial_Otros","","","Billinghurst 1830 Local","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Ricardo H Barrios SA","Industrial_Otros","","","Comb De San Jose 334 Piso 4to","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Vielmi SA","Industrial_Otros","","","C Pellegrini 739  1","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Vio Breton SRL","Industrial_Otros","","","Bat De Junin 1506","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Administracion Zippes SRL","Industrial_Otros","","","Provincia De Tucuman 1438","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Administracioncomba","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Administración","hubspot-crm-exports-todos-los-contactos-2024-06-26.xls - Todos los contactos","PENDIENTE","","","","","","","NO",""
"A2","4","Administracionruiz","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Administrador","hubspot-crm-exports-todos-los-contactos-2024-06-26.xls - Todos los contactos","PENDIENTE","","","","","","","NO",""
"A2","4","Administradora Meridien SA","Industrial_Otros","","","Av Gral Juan Martin De Pueyrredon 1162 Loc","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","ADRIAN ARIAS ADMINISTRACIÃ“N","Industrial_Otros","Adm de Consorcios","Capital Federal","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","Advance","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Publicidad y Promocion","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Advanced Cons.group","Industrial_Otros","CONSULTORA","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Director","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Advisors Bureau SRL","Industrial_Otros","","","URUGUAY 390","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Aerojet","Industrial_Otros","INDUSTRIAL","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Gerente de Ventas","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Afi Administra Inmobiliaria SA","Industrial_Otros","","","Santiago Del Estero 217","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Agco America del Sur","Industrial_Otros","Industria","","Ruta 24 Km 18","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Group Lider Mantenimiento","EK_PPTOS","PENDIENTE","","","","","","","NO",""
"A2","4","Agco Corporation","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Purchasing & Governmental Affairs Manager","LINKEDIN_EK","PENDIENTE","","","","","","","NO",""
"A2","4","Agcocorp","Construccion_Ingenieria","","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","SI","Lider de Mantenimiento","HubSpot_EK","PENDIENTE","","","","","","","NO",""
"A2","4","Agostino Claudio","Industrial_Otros","CALCOMANIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Agrest S.a.c.i.f e I","Industrial_Otros","CONFECCIONES PARA HOMBRES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Agricola Mule","Industrial_Otros","CADENAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Agro Insumos","Industrial_Otros","ESPECIALIDADES VETERINARIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Agrosud","Industrial_Otros","COMERCIO EXTERIOR","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Agrosur","Industrial_Otros","AGROQUIMICOS","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","2","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Aguas & Procesos","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Asistencia Técnica","Participantes y Encuesta WEBINARs v1.xlsx - PARTICIPANTES","PENDIENTE","","","","","","","NO",""
"A2","4","Aguilar Amoblamientos","Industrial_Otros","AMOBLAMIENTOS","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Vendedor","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Aguiluchos S.a - Peter Pan","Industrial_Otros","CONFECCIONES, LENCERIA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Ahmberg Isabel y del Prado Marta Ximena S.de H","Industrial_Otros","BULONES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Aicc Consultores SA","Industrial_Otros","","","AV COST ESPAÃ‘A 2221","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Aiello Leonardo Ezequiel","Industrial_Otros","GRILLETES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Air - Comp","Industrial_Otros","COMPRESORES DE AIRE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Aisemberg Daniel","Industrial_Otros","GAS COMPRIMIDO, CILINDROS PARA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Aktrion Automotive","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Operations Manager - Argentina","LINKEDIN_EK","PENDIENTE","","","","","","","NO",""
"A2","4","Al Tranco SA","Industrial_Otros","","","Aguero 1623 03 B","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","ALARSA SA","Industrial_Otros","SANITARIOS","","MORENO 4780","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GUIA DE LA CONSTRUCCION  sin mails.xls - SANITARIOS","PENDIENTE","","","","","","","NO",""
"A2","4","ALBANDOZ-ZORATTI","Industrial_Otros","Adm de Consorcios","Capital Federal","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","Albarenque Maria Isabel","Industrial_Otros","BULONES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alberti","Industrial_Otros","BAZARES GASTRONOMICOS","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Asistente","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Alberto C Matarazzo","Industrial_Otros","CARPINTERIA METALICA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alberto Crippa y Daniel Crippa","Industrial_Otros","FRIGORIFICOS, MAQUINAS, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alberto Levy Daniel","Industrial_Otros","CONFECCIONES PRET A PORTER","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alberto Nicolas Starna","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alberto Osorio Estamperia","Industrial_Otros","ESTAMPADOS SOBRE TELAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alberto Rodriguez SA","Industrial_Otros","","","Av Bernardino Rivadavia 666","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
"A2","4","Al-bron","Industrial_Otros","FUNDICION DE BRONCE Y ALUMINIO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alchemia Saic","Industrial_Otros","ADHESIVOS","","","Buenos Aires","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Aldar Cerramientos","Industrial_Otros","CERRAMIENTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alecuer","Industrial_Otros","CALZADO ARTICULOS PARA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alejandracarra y Asociad","Industrial_Otros","SEGUROS","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Asesora en Seguros","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Alejandro Mendias y Asociados","Industrial_Otros","COMPUTACION, DISEÃƒO DE PAGINAS WEB","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","ALEJANDRO VILLA & ASOCIADOS","Industrial_Otros","","","","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","3","3","1","NO","","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","Alejandro y Rodolfo Taylor","Industrial_Otros","FILTROS PARA COMBUSTIBLES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alenco S.a.i.c","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alexvian","Industrial_Otros","GOLOSINAS, ALFAJORES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alfa - Baudino","Industrial_Otros","CARTELES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alfa Motors","Industrial_Otros","GRUPOS ELECTROGENOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alfacar","Industrial_Otros","EMPRESARIOS Y EJECUTIVOS","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Gerente de Publicidad","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Alfredo Garavano","Industrial_Otros","AUTOMOTORES, ACCESORIOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alfredo P Bruno e Hijo","Industrial_Otros","CALZADO, MAQUINAS PARA LA INDUSTRIA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alfredo Viel","Industrial_Otros","AUTOMOTORES, ACCESORIOS Y REPUESTOS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Algarve","Industrial_Otros","CAJONES","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Aliafor","Industrial_Otros","HERRAMIENTAS DE CORTE","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alicia Bonion Arquitecta","Industrial_Otros","ESTUDIO DE ARQUITECTURA","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Arquitecto","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Alicia Mabel Cochia","Industrial_Otros","LIBRERIAS","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Aliver Marketing Public","Industrial_Otros","","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Productor Ejecutivo","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","All - Fuse","Industrial_Otros","FUSIBLES DE ALTA CAPACIDAD DE RUPTURA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","ALLIANCE GROUPE S.A.","Industrial_Otros","Est. Ingenieria / Arq.","CAPITAL","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Gerente de Mkt","EL_ORIGINAL","PENDIENTE","","","","","","","NO",""
"A2","4","Alliance Sistema","Industrial_Otros","DESARROLLO DE SISTEMAS MULTIMEDIALES","","","Argentina","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","1","0","SI","Director de Arte","GENUINO_24K","PENDIENTE","","","","","","","NO",""
"A2","4","Almacen de Suelas V.p.h","Industrial_Otros","CALZADO ARTICULOS PARA","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alone Service","Industrial_Otros","GAS NATURAL COMPRIMIDO","","","","SI","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","2","0","2","NO","","GENUINO_33K","PENDIENTE","","","","","","","NO",""
"A2","4","Alonso Chapadmalal SRL","Industrial_Otros","","","Hipolito Yrigoyen 1427 3 Piso A","","A VALIDAR","NO - la base EK no trae headcount, filtrar con Apollo (15-80)","1","0","1","NO","","Administradores de consorcios 2019.xls - Hoja4","PENDIENTE","","","","","","","NO",""
